name,rank,count,pct
DAVILA,774,"44,388",0.000367
WHITEHEAD,776,"44,373",0.000367
PRUITT,777,"44,365",0.000367
KENT,778,"44,325",0.000367
CONWAY,779,"44,320",0.000367
MCKEE,780,"44,137",0.000365
BARR,781,"44,130",0.000365
DAVID,782,"44,040",0.000364
DEJESUS,783,"44,038",0.000364
MARIN,784,"43,904",0.000363
BERGER,785,"43,851",0.000363
MCINTYRE,786,"43,842",0.000363
BLANKENSHIP,787,"43,830",0.000363
GAINES,788,"43,821",0.000363
PALACIOS,789,"43,798",0.000362
CUEVAS,790,"43,701",0.000362
BARTLETT,791,"43,648",0.000361
DURHAM,792,"43,635",0.000361
DORSEY,793,"43,631",0.000361
MCCALL,794,"43,483",0.000360
ODONNELL,795,"43,460",0.000360
STEIN,796,"43,389",0.000359
BROWNING,797,"43,329",0.000359
STOUT,798,"43,305",0.000358
LOWERY,799,"43,278",0.000358
SLOAN,800,"43,261",0.000358
MCLEAN,801,"43,260",0.000358
HENDRICKS,802,"43,197",0.000357
CALHOUN,803,"43,180",0.000357
SEXTON,804,"43,133",0.000357
CHUNG,805,"43,110",0.000357
GENTRY,806,"43,027",0.000356
HULL,807,"43,018",0.000356
DUARTE,808,"42,983",0.000356
ELLISON,809,"42,827",0.000354
NIELSEN,810,"42,773",0.000354
GILLESPIE,811,"42,693",0.000353
BUCK,812,"42,639",0.000353
MIDDLETON,813,"42,578",0.000352
SELLERS,814,"42,577",0.000352
LEBLANC,815,"42,575",0.000352
ESPARZA,816,"42,559",0.000352
HARDIN,817,"42,469",0.000351
BRADSHAW,818,"42,465",0.000351
MCINTOSH,819,"42,379",0.000351
HOWE,820,"42,265",0.000350
LIVINGSTON,821,"42,103",0.000348
FROST,822,"42,015",0.000348
GLASS,823,"41,802",0.000346
MORSE,824,"41,774",0.000346
KNAPP,825,"41,771",0.000346
HERMAN,826,"41,750",0.000345
STARK,827,"41,735",0.000345
BRAVO,828,"41,700",0.000345
NOBLE,829,"41,667",0.000345
SPEARS,830,"41,665",0.000345
WEEKS,831,"41,565",0.000344
CORONA,832,"41,553",0.000344
FREDERICK,833,"41,394",0.000343
BUCKLEY,834,"41,348",0.000342
MCFARLAND,835,"41,300",0.000342
HEBERT,836,"41,275",0.000342
ENRIQUEZ,837,"41,271",0.000342
HICKMAN,838,"41,163",0.000341
QUINTERO,839,"41,158",0.000341
RANDOLPH,840,"41,129",0.000340
SCHAEFER,841,"41,063",0.000340
WALLS,842,"41,025",0.000339
TREJO,843,"41,021",0.000339
HOUSE,844,"41,000",0.000339
REILLY,845,"40,884",0.000338
PENNINGTON,846,"40,854",0.000338
MICHAEL,847,"40,736",0.000337
CONRAD,848,"40,707",0.000337
GILES,849,"40,598",0.000336
BENJAMIN,850,"40,590",0.000336
CROSBY,851,"40,563",0.000336
FITZPATRICK,852,"40,449",0.000335
DONOVAN,853,"40,410",0.000334
MAYS,854,"40,408",0.000334
MAHONEY,855,"40,397",0.000334
VALENTINE,856,"40,395",0.000334
RAYMOND,857,"40,275",0.000333
MEDRANO,858,"40,261",0.000333
HAHN,859,"40,250",0.000333
MCMILLAN,860,"40,237",0.000333
SMALL,861,"40,212",0.000333
BENTLEY,862,"40,193",0.000333
FELIX,863,"40,165",0.000332
PECK,864,"40,055",0.000331
LUCERO,865,"39,986",0.000331
BOYLE,866,"39,921",0.000330
HANNA,867,"39,890",0.000330
PACE,868,"39,879",0.000330
RUSH,869,"39,802",0.000329
HURLEY,870,"39,796",0.000329
HARDING,871,"39,787",0.000329
MCCONNELL,872,"39,754",0.000329
BERNAL,873,"39,693",0.000328
NAVA,874,"39,670",0.000328
AYERS,875,"39,623",0.000328
EVERETT,876,"39,593",0.000328
VENTURA,877,"39,580",0.000328
AVERY,878,"39,564",0.000327
PUGH,879,"39,559",0.000327
MAYER,880,"39,555",0.000327
BENDER,881,"39,551",0.000327
SHEPARD,882,"39,430",0.000326
MCMAHON,883,"39,411",0.000326
LANDRY,884,"39,391",0.000326
CASE,885,"39,319",0.000325
SAMPSON,886,"39,277",0.000325
MOSES,887,"39,216",0.000325
MAGANA,888,"39,105",0.000324
BLACKBURN,889,"39,097",0.000324
DUNLAP,890,"39,063",0.000323
GOULD,891,"38,924",0.000322
DUFFY,892,"38,835",0.000321
VAUGHAN,893,"38,830",0.000321
HERRING,894,"38,733",0.000321
MCKAY,895,"38,681",0.000320
ESPINOSA,896,"38,667",0.000320
RIVERS,897,"38,662",0.000320
FARLEY,898,"38,528",0.000319
BERNARD,899,"38,512",0.000319
ASHLEY,900,"38,499",0.000319
FRIEDMAN,901,"38,374",0.000318
POTTS,902,"38,277",0.000317
TRUONG,903,"38,267",0.000317
COSTA,904,"38,265",0.000317
CORREA,905,"38,232",0.000316
BLEVINS,906,"38,229",0.000316
NIXON,907,"38,147",0.000316
CLEMENTS,908,"38,044",0.000315
FRY,909,"38,029",0.000315
DELAROSA,910,"37,932",0.000314
BEST,911,"37,923",0.000314
BENTON,912,"37,912",0.000314
LUGO,913,"37,903",0.000314
PORTILLO,914,"37,890",0.000314
DOUGHERTY,915,"37,884",0.000313
CRANE,916,"37,870",0.000313
HALEY,917,"37,858",0.000313
PHAN,918,"37,836",0.000313
VILLALOBOS,919,"37,754",0.000312
BLANCHARD,920,"37,695",0.000312
HORNE,921,"37,689",0.000312
FINLEY,922,"37,672",0.000312
QUINTANA,923,"37,657",0.000312
LYNN,924,"37,644",0.000311
ESQUIVEL,925,"37,578",0.000311
BEAN,926,"37,571",0.000311
DODSON,927,"37,566",0.000311
MULLEN,928,"37,502",0.000310
XIONG,929,"37,499",0.000310
HAYDEN,930,"37,451",0.000310
CANO,931,"37,368",0.000309
LEVY,932,"37,228",0.000308
HUBER,933,"37,170",0.000308
RICHMOND,934,"37,053",0.000307
MOYER,935,"37,050",0.000307
LIM,936,"37,021",0.000306
FRYE,937,"36,973",0.000306
SHEPPARD,938,"36,960",0.000306
MCCARTY,939,"36,944",0.000306
AVALOS,940,"36,922",0.000306
BOOKER,941,"36,840",0.000305
WALLER,942,"36,805",0.000305
PARRA,943,"36,765",0.000304
WOODWARD,944,"36,764",0.000304
JARAMILLO,945,"36,755",0.000304
KRUEGER,946,"36,743",0.000304
RASMUSSEN,947,"36,636",0.000303
BRANDT,948,"36,613",0.000303
PERALTA,949,"36,585",0.000303
DONALDSON,950,"36,558",0.000303
STUART,951,"36,540",0.000302
FAULKNER,952,"36,466",0.000302
MAYNARD,953,"36,460",0.000302
GALINDO,954,"36,429",0.000301
COFFEY,955,"36,423",0.000301
ESTES,956,"36,318",0.000301
SANFORD,957,"36,312",0.000300
BURCH,958,"36,269",0.000300
MADDOX,959,"36,250",0.000300
VO,960,"36,236",0.000300
OCONNELL,961,"36,194",0.000299
VU,962,"36,179",0.000299
ANDERSEN,963,"36,150",0.000299
SPENCE,964,"36,129",0.000299
MCPHERSON,965,"36,125",0.000299
CHURCH,966,"36,072",0.000298
SCHMITT,967,"36,043",0.000298
STANTON,968,"35,997",0.000298
LEAL,969,"35,958",0.000298
CHERRY,970,"35,877",0.000297
COMPTON,971,"35,830",0.000296
DUDLEY,972,"35,781",0.000296
SIERRA,973,"35,770",0.000296
POLLARD,974,"35,749",0.000296
ALFARO,975,"35,725",0.000296
HESTER,976,"35,642",0.000295
PROCTOR,977,"35,636",0.000295
LU,978,"35,628",0.000295
HINTON,979,"35,606",0.000295
NOVAK,980,"35,461",0.000293
GOOD,981,"35,446",0.000293
MADDEN,982,"35,438",0.000293
MCCANN,983,"35,408",0.000293
TERRELL,983,"35,408",0.000293
JARVIS,985,"35,350",0.000293
DICKSON,986,"35,312",0.000292
REYNA,987,"35,291",0.000292
CANTRELL,988,"35,266",0.000292
MAYO,989,"35,228",0.000292
BRANCH,990,"35,225",0.000291
HENDRIX,991,"35,194",0.000291
ROLLINS,992,"35,132",0.000291
ROWLAND,993,"35,121",0.000291
WHITNEY,994,"35,118",0.000291
DUKE,995,"35,053",0.000290
ODOM,996,"35,020",0.000290
DAUGHERTY,997,"34,987",0.000290
TRAVIS,998,"34,985",0.000289
TANG,999,"34,961",0.000289
ARCHER,"1,000","34,949",0.000289
,,,
"Source: U.S. Census Bureau, 2010 Census.",,,
Note: Fields suppressed for confidentiality are assigned the value (S).,,,
